Category,Text	
negative,"""6066"",""bjp haa passed litmus test as it has performed well in bypolls, therby watering down the dreams of khangress &amp; aaptards demonetization"",false,0,na,""2016-11-22 16:34:45"",false,na,""801101625242763268"",na,""<a href="""" rel=""""nofollow"""">mobile web (m2)</a>"",""techieguy_12"",0,false,false"	
negative,"""7517"",""don't believe what you randomly read on socialmedia about demonetization. give it some time! goodthings take time!"",false,0,na,""2016-11-22 12:19:41"",false,na,""801037432632115205"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""thehapppysoul"",1,false,false"	
negative,"""5863"",""demonetization cash crunch in andaman banks causing endless troubles to customers, banks helpless  17:20:07"",false,na,""801113039873318914"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""andamannews"",0,false,false"	
negative,"""2300"",""rt : more than 5,00,000 indians to lose job in next 6 months due to badly planned demonetization by modi govt."",false,0,na,""2016-11-23 10:20:57"",false,na,""801369940842450945"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""jyotishankarjha"",219,true,false"	
negative,"""3245"","" why is new18 saying there are 70 deaths due to demonetization? who investigated?  08:07:51"",false,na,""801336446435131392"",""60937837"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""dhrashtu"",0,false,false"	
negative,"""1226"",""over 90% of respondents feel govt's move to tackle black money is above four-star rating. demonetization survey via toi "",false,0,na,""2016-11-23 14:22:25"",false,na,""801430706760990720"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""rupalijee"",1,false,false"	
negative,"""6754"",""1/n one can have a cynical view on demonetization but one should not loose the faith in the adaptability of fellow indians in any situation"",false,12,na,""2016-11-22 14:25:45"",false,na,""801069160427982848"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""amitgupta0310"",5,false,false"	
negative,"""1222"",""   don't portray wrong pic  ji.  pl support demonetization. it's good for poor.the student was vcoward"",false,0,""jhasanjay"",""2016-11-23 14:22:57"",false,""801372482246676480"",""801430842308497408"",""50943008"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""devendr62901380"",0,false,false"	
negative,"""5414"","" this is not feedback for demonetization. it is a bakth or not test?"",false,1,""joydas"",""2016-11-22 19:44:47"",false,""801102354174988290"",""801149445802864640"",""18628451"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""aamirkhantn"",0,false,false"	
negative,"""7453"",""it is fact that unprepared demonetization has severely affected common man and economy regardless to debate in favor or against it."",false,0,na,""2016-11-22 12:27:37"",false,na,""801039431763300352"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""pcs8171"",0,false,false"	
negative,"""1218"","" trump shd learn from the stupid experiment of demonetization done in india.. tackles black  money, terror &amp; counterfeit."",false,0,""washingtonpost"",""2016-11-23 14:24:24"",false,""801262261700542464"",""801431209041477632"",""2467791"",""<a href="""" rel=""""nofollow"""">twitter for windows phone</a>"",""npandey25"",0,false,false"	
negative,"""6281"",""  makes it very clear that, except for inflated ego, oppstn. doesn't have anything constructive wrt demonetization."",false,0,""newsx"",""2016-11-22 15:48:15"",false,""801088708380278785"",""801089920760582144"",""23405846"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""gopakumar67"",0,false,false"	
negative,delhities standing in long bank que's praising pm modi's demonetization &amp; cursing thug	
negative,"""2295"",""rt : more than 5,00,000 indians to lose job in next 6 months due to badly planned demonetization by modi govt."",false,0,na,""2016-11-23 10:21:39"",false,na,""801370119918284800"",na,""<a href="""" rel=""""nofollow"""">mobile web (m5)</a>"",""gohanvsrohan"",219,true,false"	
negative,"""4598"",""rt : bad thing is"	
negative,"""4596"",""demonetization mr nalin kohli you dont have to stand in queues to withdraw cash ask the dead's relatives about the hardship they are facing"",false,0,na,""2016-11-23 04:49:06"",false,na,""801286427812081664"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""devesh_joshi78"",0,false,false"	
negative,"""6279"",""  if only govt had accompanied demonetization with raids on blackmoney media would have been forced to report it"",false,0,""krishnara"",""2016-11-22 15:49:10"",false,""801082836350484480"",""801090152193867777"",""20903478"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""gkundra"",0,false,false"	
negative,it's deliberate drama being done for pr propaganda.	
negative,"""7234"",""  i'm told only pondicherry result is because of demonetization"",false,0,""yearofrat"",""2016-11-22 13:05:49"",false,""801035924293304320"",""801049043761655810"",""53719394"",""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""nishith1608"",0,false,false"	
negative,"""7516"",""don't believe what you randomly read on socialmedia about demonetization. give it some time! goodthings take time!"",false,0,na,""2016-11-22 12:19:41"",false,na,""801037432648892416"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""dsweetmonster"",0,false,false"	
negative,"""2286"",""rt : more than 5,00,000 indians to lose job in next 6 months due to badly planned demonetization by modi govt."",false,0,na,""2016-11-23 10:23:01"",false,na,""801370460831252482"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""guru9899"",219,true,false"	
negative,"""5019"",""rt : a request -instead of tweeting &amp; posting negative abt demonetization, pl post/tweet abt working atms, banks in ur locality"",false,0,na,""2016-11-23 02:20:13"",false,na,""801248961562492928"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""_harishl"",5,true,false"	
negative,"""6980"",""rt : after demonetization, homeloans are expected to drop down to 7-8%. happyhomes  13:46:57"",false,na,""801059393575919619"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""vikasethi"",1,true,false"	
negative,"""5859"",""^  sakinaka dad commits suicide after poisoning his 3 daughters    no relationship with demonetization"",false,0,""vidyut"",""2016-11-22 17:20:33"",false,""801108108923707393"",""801113149499850753"",""15199808"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""avinashk1975"",1,false,false"	
negative,"""3226"",""   tight slap on these dynasty nourishers. c-voter pulse poll on demonetization   08:10:11"",false,""801028937149284352"",""801337034216448000"",""58761257"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""vscheruvu"",0,false,false"	
negative,"""1193"",""i'm not particularly against demonetization, but those survey results the prime minister shared are such b.s! heights of fudging polls! <ed><u+00a0><u+00bd><ed><u+00b8><u+0082><ed><u+00a0><u+00bd><ed><u+00b8><u+0082>"",false,0,na,""2016-11-23 14:33:21"",false,na,""801433458241216512"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""undertecher"",0,false,false"	
negative,"""4591"","" waiting for mumataz begum to blame his death on demonetization chormachayeshor"",false,0,""mamataofficial"",""2016-11-23 04:50:48"",false,""801035090763493376"",""801286858323808257"",""2526794479"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""aggrievdind2016"",0,false,false"	
negative,"""3221"",""demonetization - finally - no country at such a large scale has gone ahead with such a move. give it to all us citizens who bore the pain"",false,26,""centerofright"",""2016-11-23 08:10:54"",false,""801336667923685376"",""801337215209078785"",""23095992"",""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""centerofright"",32,false,false"	
negative,"""7809"",""outside of your thoughts on demonetization you have to give it to  for having its digital game on point  11:31:53"",false,na,""801025403129241604"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""officechai"",1,false,false"	
negative,"""2277"",""these corrupt leaders were never united against all corruption but now they are united against demonetization -...  10:26:03"",false,na,""801371223867461634"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""bharatawashi"",0,false,false"	
negative,"""6975"",""modiji killed 73 congressis outside banks blackmoney hoarders"	
negative,"14:36:03"",false,""801412548721446912"",""801434139169681408"",""18839785"",""<a href="""" rel=""""nofollow"""">twitter for mac</a>"",""finiterecursion"",0,false,false"	
negative,"""7515"",""don't believe what you randomly read on socialmedia about demonetization. give it some time! goodthings take time!"",false,0,na,""2016-11-22 12:19:41"",false,na,""801037432690909185"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""theswaggangg"",0,false,false"	
negative,"""3218"","" they're under the wrong impression that govt will roll back demonetization, by doing all these dramas."",false,3,""dineshr1511"",""2016-11-23 08:11:27"",false,""801336634042159104"",""801337353876992001"",""2517245875"",""<a href="""" rel=""""nofollow"""">twitter for blackberry</a>"",""blunt_tinku14"",2,false,false"	
negative,"""5009"",""rt : a request -instead of tweeting &amp; posting negative abt demonetization, pl post/tweet abt working atms, banks in ur locality"",false,0,na,""2016-11-23 02:27:19"",false,na,""801250746826039296"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""prasabs"",5,true,false"	
negative,delhities standing in long bank que's praising pm modi's demonetization &amp; cursing thug	
negative,"""301"",""rt : wow! demonetization survey response: 5 lakh citizens in little over 24 hrs!"	
negative,"""3217"",""when airtel deducts ur rs.30 u go mad at them!"	
negative,"""7315"","" don't waste time, come out with some fake stories of demonetization that's what u r best at.  "",false,2,""preetismenon"",""2016-11-22 12:51:33"",false,""800896253382905856"",""801045452778917888"",""988858957"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""niteshplatinum"",1,false,false"	
negative,"""2267"",""rt : more than 5,00,000 indians to lose job in next 6 months due to badly planned demonetization by modi govt."",false,0,na,""2016-11-23 10:29:11"",false,na,""801372015781232640"",na,""<a href="""" rel=""""nofollow"""">twitter for windows phone</a>"",""zaalimanna"",219,true,false"	
negative,it's deliberate drama being done for pr propaganda.	
negative,delhities standing in long bank que's praising pm modi's demonetization &amp; cursing thug	
negative,"""3208"",""unable to withdraw money for exam fees, teen hangs himself demonetization"	
negative,"""7514"",""don't believe what you randomly read on socialmedia about demonetization. give it some time! goodthings take time!"",false,2,na,""2016-11-22 12:19:41"",false,na,""801037432716046336"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""poorideewani"",0,false,false"	
negative,"""356"",""  sbi slashes bulk deposit term deposit rates drastically. cashualty of demonetization?"",false,0,""muglikar_"",""2016-11-23 17:19:12"",false,""801472990496063488"",""801475198641782784"",""2877839294"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""singhdds"",0,false,false"	
negative,"""1175"",""bandh politics started! not sure how the bandh will help the people who are (supposedly) facing issues due to demonetization !!"",false,0,na,""2016-11-23 14:37:14"",false,na,""801434437204357120"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""miltanchaudhury"",0,false,false"	
negative,"""3205"",""rt : unable to withdraw money for exam fees, teen hangs himself demonetization"	
negative,"""7782"",""rt : . raises serious questions about india's demonetization.    11:37:34"",false,na,""801026835525967873"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""voiceofpunjab"",18,true,false"	
negative,delhities standing in long bank que's praising pm modi's demonetization &amp; cursing thug	
negative,"""3204"",""rt : unable to withdraw money for exam fees, teen hangs himself demonetization"	
negative,"""7957"",""demonetization is not end but beginning of struggle against black money modi"	
negative,"""763"","" helped bank to come out of npa mess through demonetization  16:06:19"",false,na,""801456854438068224"",""18839785"",""<a href="""" rel=""""nofollow"""">mobile web (m5)</a>"",""devtech11"",0,false,false"	
